Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI
18.0,Male,106.0,1.88,199.0,143.0,79.0,0.61,420.0,Boxing,22.6,3.1,5,Intermediate,30.1
25.0,Female,65.2,1.58,200.0,145.0,60.0,0.91,559.0,Swimming,29.0,2.2,4,Intermediate,26.1
40.0,Non-binary,59.1,1.79,176.0,129.0,60.0,0.6,269.0,Soccer,17.3,2.1,2,Intermediate,18.5
28.0,Female,78.9,1.7,201.0,166.0,71.0,0.5,389.0,CrossFit,31.7,2.2,3,Beginner,27.3
66.5,Female,77.3,1.73,160.0,120.0,83.0,0.63,371.0,Boxing,38.3,2.2,3,Beginner,25.9
22.0,Male,60.0,1.78,192.0,167.0,70.0,0.5,286.0,CrossFit,14.1,1.9,5,Beginner,19.0
35.0,Male,105.7,1.88,179.0,129.0,69.0,0.58,418.0,Boxing,27.3,3.2,3,Beginner,29.7
50.0,Female,52.7,1.69,174.0,126.0,71.0,0.99,404.0,Running,16.0,2.0,4,Advanced,18.5
28.0,Male,61.2,1.7,202.0,150.0,68.0,0.96,486.0,Cycling,12.6,2.2,4,Intermediate,21.2
33.0,Female,95.9,1.66,186.0,127.0,69.0,0.94,662.0,Strength Training,40.0,2.6,3,Intermediate,35.0
43.0,Male,76.7,1.85,176.0,119.0,75.0,0.59,251.0,Walking,20.5,2.6,3,Beginner,22.4
40.0,Male,75.7,1.7,172.0,122.0,63.0,0.81,565.0,Swimming,22.0,2.4,4,Intermediate,26.3
34.0,Male,85.2,1.84,181.0,131.0,67.0,0.83,527.0,Tennis,16.6,2.6,3,Intermediate,25.2
19.0,Male,82.3,1.71,210.0,162.0,65.0,0.81,751.0,Running,20.5,2.5,3,Intermediate,28.2
41.0,Male,79.4,1.75,188.0,149.0,80.0,0.55,412.0,Rowing,26.7,2.5,4,Beginner,26.0
44.0,Male,78.2,1.8,167.0,136.0,84.0,0.66,567.0,Running,20.0,2.3,3,Beginner,24.0
18.0,Female,68.6,1.6,204.0,155.0,75.0,0.58,262.0,Strength Training,32.2,2.2,2,Beginner,26.9
43.0,Male,54.3,1.63,168.0,114.0,75.0,0.58,200.0,Walking,17.0,2.0,2,Beginner,20.5
34.0,Male,83.7,1.79,189.0,136.0,76.0,1.12,726.0,Running,18.3,2.6,4,Advanced,26.1
18.0,Female,67.0,1.65,195.0,118.0,71.0,0.68,251.0,Walking,25.4,2.1,3,Intermediate,24.6
26.0,Male,104.5,1.83,186.0,107.0,65.0,0.85,449.0,Walking,27.2,3.2,3,Intermediate,31.3
18.0,Female,81.1,1.69,206.0,127.0,74.0,0.69,287.0,Walking,28.5,2.5,5,Intermediate,28.5
24.0,Male,72.2,1.74,203.0,158.0,72.0,0.71,554.0,CrossFit,13.0,2.4,4,Intermediate,23.7
34.0,Female,73.6,1.56,193.0,139.0,72.0,0.83,611.0,Cycling,33.0,2.3,3,Intermediate,30.2
18.0,Male,58.5,1.78,195.0,140.0,71.0,0.89,400.0,Running,10.5,1.9,2,Intermediate,18.5
47.0,Female,84.0,1.63,165.0,130.0,73.0,0.82,669.0,Swimming,40.0,2.8,3,Beginner,31.5
19.0,Male,96.0,1.8,207.0,170.0,66.0,0.74,720.0,CrossFit,17.1,2.8,4,Advanced,29.6
18.0,Male,77.6,1.81,200.0,155.0,78.0,0.6,449.0,Cycling,19.9,2.3,4,Beginner,23.8
30.0,Male,64.4,1.83,186.0,117.0,73.0,0.55,200.0,Pilates,11.2,1.9,3,Beginner,19.1
39.0,Female,57.7,1.59,183.0,143.0,72.0,0.55,343.0,HIIT,25.5,1.8,3,Intermediate,23.0
41.0,Male,56.2,1.74,177.0,103.0,76.0,0.68,213.0,Walking,13.8,1.9,4,Intermediate,18.5
46.0,Female,46.3,1.53,181.0,113.0,79.0,0.73,200.0,Pilates,27.1,1.8,4,Intermediate,19.7
34.0,Female,47.6,1.6,193.0,151.0,82.0,0.59,200.0,Boxing,21.2,1.7,3,Beginner,18.5
33.0,Male,92.6,1.76,195.0,151.0,83.0,0.67,484.0,Aerobics,23.8,2.8,3,Beginner,30.0
39.0,Female,61.8,1.65,171.0,119.0,71.0,0.94,380.0,Soccer,22.7,2.3,3,Advanced,22.7
24.0,Male,51.5,1.67,198.0,144.0,69.0,0.65,236.0,Boxing,9.7,2.0,3,Intermediate,18.5
18.0,Male,96.7,1.89,208.0,161.0,85.0,0.8,691.0,Swimming,23.6,2.7,3,Beginner,27.1
34.0,Male,78.5,1.66,178.0,106.0,70.0,0.62,225.0,Pilates,22.4,2.3,5,Intermediate,28.6
28.0,Male,78.6,1.78,193.0,117.0,70.0,0.69,236.0,Pilates,15.9,2.5,2,Intermediate,24.8
47.0,Female,73.5,1.64,165.0,125.0,72.0,0.68,364.0,Aerobics,34.6,2.3,3,Beginner,27.5
31.0,Male,78.1,1.74,196.0,147.0,72.0,0.64,384.0,Boxing,23.0,2.6,2,Beginner,25.7
58.0,Female,60.2,1.71,160.0,123.0,81.0,0.51,239.0,Tennis,26.2,2.2,5,Beginner,20.7
25.0,Male,99.4,1.81,203.0,135.0,68.0,0.7,466.0,Boxing,23.2,2.9,4,Intermediate,30.4
42.0,Female,56.3,1.61,178.0,101.0,75.0,0.82,216.0,Walking,26.8,1.9,3,Intermediate,21.7
45.0,Male,97.1,1.79,180.0,137.0,74.0,0.64,474.0,Aerobics,29.8,3.1,3,Beginner,30.3
18.0,Female,69.8,1.64,204.0,125.0,73.0,0.7,257.0,Yoga,30.2,2.3,4,Intermediate,25.9
56.0,Female,49.9,1.6,171.0,132.0,74.0,0.61,280.0,Rowing,23.8,2.0,3,Intermediate,19.6
18.0,Male,88.6,1.77,195.0,120.0,72.0,0.62,279.0,Yoga,23.4,2.5,5,Beginner,28.3
24.0,Female,68.4,1.59,186.0,130.0,64.0,0.96,432.0,Aerobics,25.8,2.5,5,Advanced,27.0
19.0,Female,85.3,1.59,199.0,139.0,59.0,0.85,517.0,Tennis,29.4,2.5,4,Advanced,33.8
21.0,Male,92.9,1.76,207.0,163.0,68.0,0.59,556.0,CrossFit,23.3,2.9,4,Intermediate,29.8
19.0,Female,55.3,1.65,195.0,151.0,69.0,0.79,451.0,HIIT,16.4,2.2,4,Advanced,20.3
23.0,Male,85.4,1.83,200.0,139.0,62.0,1.13,668.0,Strength Training,17.5,2.6,4,Advanced,25.4
30.0,Female,65.5,1.58,190.0,141.0,70.0,0.7,317.0,Strength Training,33.5,2.1,2,Beginner,26.1
30.0,Female,71.3,1.74,195.0,121.0,67.0,1.0,342.0,Pilates,22.4,2.3,3,Advanced,23.5
18.0,Female,113.6,1.86,199.0,144.0,77.0,0.61,462.0,Aerobics,40.0,2.8,5,Beginner,32.9
53.0,Male,97.5,1.81,167.0,109.0,74.0,0.52,255.0,Yoga,27.1,2.5,2,Beginner,29.7
37.0,Female,75.5,1.68,189.0,132.0,67.0,0.69,388.0,Aerobics,36.6,2.5,4,Intermediate,26.8
23.0,Male,73.3,1.78,195.0,136.0,76.0,0.73,259.0,Walking,14.6,2.5,5,Intermediate,23.0
46.0,Male,69.0,1.84,182.0,130.0,81.0,0.78,349.0,Strength Training,10.8,2.0,2,Intermediate,20.3
45.0,Male,87.0,1.78,184.0,133.0,68.0,0.76,501.0,Boxing,22.5,2.4,4,Intermediate,27.4
19.0,Female,87.2,1.77,210.0,142.0,66.0,0.72,477.0,Tennis,31.4,2.3,5,Intermediate,27.8
44.0,Male,80.3,1.75,182.0,131.0,73.0,0.66,408.0,Soccer,21.8,2.5,5,Intermediate,26.2
22.0,Female,61.2,1.7,199.0,150.0,76.0,0.54,232.0,Running,25.0,2.2,4,Beginner,21.3
43.0,Male,85.3,1.74,167.0,132.0,67.0,0.69,549.0,HIIT,27.4,2.6,5,Intermediate,28.1
18.0,Female,58.0,1.68,205.0,142.0,61.0,1.14,469.0,Strength Training,19.8,2.1,4,Advanced,20.6
20.0,Female,72.5,1.55,210.0,144.0,76.0,0.65,335.0,Aerobics,33.1,2.2,2,Intermediate,30.1
51.0,Male,79.6,1.7,178.0,133.0,83.0,0.58,335.0,Tennis,25.0,2.2,3,Beginner,27.6
52.0,Male,107.7,1.88,162.0,102.0,77.0,0.62,353.0,Pilates,28.6,3.0,3,Beginner,30.6
29.0,Female,54.2,1.56,199.0,148.0,79.0,0.67,244.0,Boxing,30.2,1.9,2,Beginner,22.2
52.0,Male,76.0,1.88,160.0,110.0,63.0,0.85,446.0,Soccer,14.4,2.2,4,Advanced,21.5
28.0,Female,56.0,1.7,202.0,146.0,79.0,0.61,248.0,Soccer,22.7,2.1,3,Beginner,19.4
30.0,Female,80.0,1.68,199.0,132.0,63.0,0.81,446.0,Running,33.3,2.3,2,Intermediate,28.5
45.0,Male,60.8,1.67,174.0,124.0,66.0,1.06,422.0,Soccer,13.8,2.0,3,Advanced,21.8
37.0,Male,76.6,1.77,189.0,116.0,67.0,0.96,355.0,Walking,16.0,2.3,5,Advanced,24.5
52.0,Male,77.0,1.7,171.0,115.0,76.0,0.88,521.0,Soccer,25.8,2.2,5,Intermediate,26.8
18.0,Female,89.7,1.74,205.0,141.0,69.0,0.77,482.0,Strength Training,33.0,2.8,4,Intermediate,29.5
48.0,Female,60.1,1.62,162.0,116.0,74.0,0.55,213.0,Boxing,31.6,2.0,2,Beginner,22.9
25.0,Female,58.5,1.53,197.0,164.0,69.0,0.5,335.0,CrossFit,27.7,2.0,3,Beginner,24.9
18.0,Non-binary,77.6,1.7,210.0,159.0,63.0,0.77,589.0,Cycling,22.7,2.6,3,Intermediate,26.7
24.0,Male,75.9,1.62,193.0,141.0,82.0,0.66,326.0,Boxing,24.9,2.5,4,Beginner,28.8
30.0,Female,55.7,1.67,196.0,164.0,69.0,0.5,314.0,HIIT,23.5,1.9,4,Beginner,19.9
36.0,Female,71.0,1.63,188.0,127.0,62.0,0.75,402.0,Strength Training,33.0,2.2,3,Intermediate,26.6
38.0,Male,80.6,1.77,172.0,125.0,72.0,0.87,655.0,Cycling,22.7,2.5,5,Intermediate,25.8
18.0,Female,67.7,1.67,204.0,119.0,68.0,0.72,281.0,Walking,28.4,2.2,2,Intermediate,24.4
28.0,Male,89.1,1.88,182.0,133.0,72.0,0.7,422.0,Running,15.7,2.4,3,Intermediate,25.3
25.0,Male,82.3,1.87,191.0,138.0,63.0,0.86,468.0,Running,15.6,2.4,4,Intermediate,23.4
51.0,Female,71.9,1.74,161.0,116.0,68.0,0.83,428.0,Strength Training,26.9,2.3,4,Intermediate,23.7
27.0,Non-binary,64.5,1.52,192.0,141.0,58.0,1.0,598.0,HIIT,18.7,2.1,3,Professional,28.0
38.0,Male,102.0,1.77,187.0,138.0,70.0,0.71,520.0,Strength Training,28.6,3.2,3,Beginner,32.4
24.0,Female,62.2,1.64,197.0,150.0,68.0,0.68,423.0,Cycling,29.0,2.0,3,Beginner,23.0
23.0,Female,63.9,1.67,198.0,160.0,70.0,0.5,335.0,HIIT,26.1,2.1,3,Beginner,22.8
46.0,Male,70.1,1.68,175.0,119.0,66.0,0.81,387.0,Aerobics,16.5,2.5,4,Intermediate,24.9
26.0,Female,81.1,1.67,195.0,119.0,74.0,0.81,385.0,Walking,35.9,2.4,3,Intermediate,29.1
23.0,Female,72.2,1.61,206.0,138.0,66.0,0.79,409.0,Boxing,33.2,2.3,5,Intermediate,27.8
18.0,Male,77.2,1.81,199.0,161.0,74.0,0.76,604.0,Cycling,14.3,2.5,2,Beginner,23.5
21.0,Female,61.4,1.78,197.0,150.0,60.0,0.99,595.0,Swimming,21.1,2.3,5,Advanced,19.3
30.0,Male,84.3,1.78,195.0,139.0,73.0,0.84,502.0,Running,23.3,2.6,4,Intermediate,26.7
25.0,Female,56.5,1.59,204.0,153.0,75.0,0.68,275.0,Strength Training,27.2,2.0,2,Beginner,22.3
45.0,Male,67.1,1.69,181.0,142.0,81.0,0.54,239.0,Strength Training,19.5,2.3,5,Beginner,23.5
44.0,Male,80.6,1.73,180.0,135.0,73.0,0.64,387.0,Boxing,26.1,2.2,4,Beginner,26.9
21.0,Male,83.4,1.85,190.0,153.0,73.0,0.5,440.0,CrossFit,17.8,2.3,3,Beginner,24.4
25.0,Male,81.8,1.78,190.0,155.0,56.0,0.97,815.125,Running,15.3,2.8,3,Advanced,25.8
42.0,Male,65.0,1.81,188.0,136.0,59.0,1.11,644.0,Rowing,9.9,2.3,4,Advanced,19.8
36.0,Male,73.8,1.62,191.0,130.0,72.0,0.69,389.0,Strength Training,18.6,2.1,4,Intermediate,28.2
55.0,Female,93.2,1.71,160.0,112.0,70.0,1.01,733.0,Strength Training,34.6,3.1,5,Advanced,31.9
26.0,Female,49.6,1.5,198.0,133.0,66.0,1.17,369.0,Boxing,23.9,2.1,4,Advanced,22.0
43.0,Female,87.1,1.68,180.0,141.0,78.0,0.69,456.0,Boxing,40.0,2.5,2,Beginner,30.9
57.0,Female,49.3,1.62,160.0,134.0,67.0,0.87,435.0,Running,24.7,2.1,5,Intermediate,18.7
45.0,Male,82.4,1.75,166.0,139.0,70.0,0.58,465.0,HIIT,23.1,2.3,4,Intermediate,26.9
58.0,Male,87.4,1.81,160.0,107.0,72.0,0.67,369.0,Aerobics,23.6,2.7,5,Intermediate,26.7
33.0,Male,89.7,1.8,194.0,143.0,76.0,0.69,535.0,Rowing,19.7,2.6,4,Intermediate,27.6
26.0,Non-binary,56.2,1.71,197.0,148.0,68.0,0.58,251.0,Soccer,17.4,1.8,3,Beginner,19.3
51.0,Female,57.2,1.76,171.0,131.0,76.0,0.86,477.0,Swimming,22.8,1.9,5,Intermediate,18.5
22.0,Non-binary,73.8,1.69,196.0,156.0,65.0,0.63,460.0,Rowing,25.7,2.5,2,Beginner,25.7
44.0,Male,82.1,1.78,167.0,126.0,70.0,0.58,363.0,Aerobics,25.6,2.6,3,Beginner,25.8
33.0,Female,63.0,1.67,195.0,129.0,59.0,0.98,392.0,Soccer,23.9,2.2,3,Advanced,22.7
28.0,Female,52.8,1.62,183.0,141.0,71.0,0.75,301.0,Strength Training,25.5,2.0,4,Beginner,20.1
50.0,Female,58.6,1.5,164.0,118.0,68.0,1.05,397.0,Soccer,26.0,2.4,4,Advanced,26.0
19.0,Male,77.2,1.71,191.0,133.0,66.0,0.72,432.0,Soccer,16.9,2.4,3,Intermediate,26.6
26.0,Female,50.5,1.6,198.0,144.0,60.0,0.64,251.0,Running,20.8,1.7,4,Intermediate,19.7
26.0,Female,61.0,1.55,189.0,140.0,79.0,0.71,320.0,Tennis,32.1,2.0,2,Beginner,25.3
44.0,Female,47.6,1.52,168.0,115.0,58.0,0.81,264.0,Aerobics,20.3,1.8,5,Advanced,20.5
28.0,Female,58.9,1.66,189.0,116.0,72.0,0.84,247.0,Walking,24.9,2.2,4,Beginner,21.4
28.0,Female,65.7,1.69,193.0,153.0,76.0,0.7,441.0,Cycling,32.2,2.3,3,Beginner,23.1
18.0,Female,57.4,1.63,193.0,159.0,71.0,0.86,498.0,Running,21.3,2.0,5,Beginner,21.6
47.0,Female,82.8,1.75,175.0,118.0,75.0,0.57,281.0,Walking,37.6,2.2,4,Beginner,27.1
18.0,Male,106.2,1.86,210.0,169.0,74.0,0.63,633.0,Cycling,24.0,2.7,2,Beginner,30.7
31.0,Male,81.5,1.74,189.0,120.0,68.0,0.58,226.0,Pilates,25.5,2.2,5,Beginner,27.0
28.0,Male,92.2,1.72,201.0,156.0,64.0,0.76,708.0,CrossFit,24.7,2.9,4,Advanced,31.2
54.0,Male,93.6,1.76,171.0,140.0,82.0,0.52,508.0,HIIT,29.2,2.8,2,Beginner,30.2
33.0,Non-binary,56.3,1.68,187.0,143.0,66.0,0.84,486.0,Running,20.4,1.9,2,Intermediate,20.0
38.0,Female,79.3,1.73,182.0,147.0,86.0,0.54,429.0,Rowing,37.7,2.5,3,Beginner,26.6
36.0,Female,62.0,1.63,177.0,122.0,77.0,0.82,352.0,Boxing,28.7,2.2,4,Intermediate,23.3
33.0,Female,79.6,1.61,188.0,124.0,78.0,0.69,294.0,Yoga,37.8,2.6,5,Beginner,30.8
24.0,Male,75.0,1.85,198.0,144.0,67.0,0.6,413.0,Rowing,13.1,2.4,4,Intermediate,22.0
34.0,Female,60.2,1.52,178.0,137.0,66.0,1.03,634.0,Cycling,31.1,2.2,4,Intermediate,26.0
27.0,Female,57.2,1.54,203.0,166.0,75.0,0.5,281.0,HIIT,27.2,2.1,4,Beginner,24.0
30.0,Non-binary,80.3,1.71,198.0,149.0,79.0,0.53,332.0,Soccer,32.1,2.2,4,Beginner,27.3
56.0,Male,91.7,1.79,166.0,100.0,69.0,0.78,376.0,Pilates,28.8,2.9,4,Intermediate,28.5
20.0,Male,52.7,1.69,205.0,132.0,68.0,0.57,200.0,Pilates,13.3,2.0,2,Beginner,18.5
32.0,Male,68.9,1.69,197.0,139.0,66.0,0.96,486.0,Aerobics,8.7,2.4,5,Advanced,24.1
63.0,Female,96.8,1.74,162.0,124.0,77.0,0.67,497.0,Strength Training,40.0,3.1,3,Beginner,32.1
21.0,Female,59.7,1.67,190.0,128.0,64.0,0.96,436.0,Strength Training,22.3,2.1,4,Advanced,21.4
47.0,Male,71.1,1.79,171.0,131.0,75.0,0.8,634.0,Running,19.7,2.4,4,Intermediate,25.1
28.0,Male,66.9,1.75,183.0,137.0,53.5,1.13,815.125,Running,8.8,2.3,4,Professional,21.7
21.0,Female,65.2,1.62,201.0,147.0,63.0,0.99,606.0,Swimming,29.6,2.4,2,Intermediate,24.9
46.0,Female,86.8,1.66,177.0,124.0,65.0,0.8,459.0,Running,40.0,2.7,4,Advanced,31.4
24.0,Female,59.7,1.71,200.0,126.0,85.0,0.59,200.0,Yoga,25.6,2.1,2,Beginner,20.5
37.0,Male,63.5,1.67,181.0,120.0,59.0,1.14,480.0,Aerobics,13.3,2.1,5,Advanced,22.8
18.0,Female,75.4,1.73,202.0,168.0,74.0,0.6,448.0,Cycling,27.6,2.4,4,Beginner,25.2
18.0,Male,96.4,1.67,206.0,169.0,74.0,0.69,671.0,Running,29.4,3.0,5,Beginner,34.5
18.0,Female,53.6,1.64,201.0,136.0,71.0,0.68,231.0,Aerobics,17.3,1.9,4,Intermediate,20.0
22.0,Male,78.8,1.81,206.0,161.0,70.0,1.01,700.0,Swimming,16.2,2.7,3,Intermediate,24.0
33.0,Male,99.3,1.77,180.0,135.0,63.0,0.89,815.125,Swimming,24.6,2.7,4,Intermediate,31.8
48.0,Male,93.7,1.85,170.0,136.0,74.0,0.84,789.0,Cycling,24.5,2.6,4,Beginner,27.3
48.0,Male,71.0,1.74,178.0,120.0,69.0,0.69,265.0,Pilates,20.1,2.1,4,Beginner,23.4
21.0,Male,61.5,1.78,197.0,166.0,69.0,0.78,496.0,Running,12.7,2.2,3,Beginner,19.5
40.0,Female,75.5,1.73,178.0,111.0,79.0,0.51,200.0,Pilates,30.6,2.5,2,Beginner,25.2
20.0,Female,52.3,1.51,205.0,139.0,76.0,0.68,200.0,Pilates,31.9,1.8,2,Beginner,22.9
26.0,Female,69.1,1.75,202.0,168.0,74.0,0.91,597.0,Running,25.3,2.2,4,Intermediate,22.6
26.0,Female,65.7,1.62,190.0,154.0,74.0,0.78,587.0,Running,29.6,2.4,4,Beginner,25.1
56.0,Male,98.9,1.71,171.0,107.0,68.0,0.61,287.0,Yoga,32.6,3.0,4,Intermediate,33.9
49.0,Male,103.3,1.84,166.0,105.0,80.0,0.54,281.0,Yoga,26.4,3.1,3,Beginner,30.6
45.0,Female,71.8,1.71,165.0,113.0,65.0,0.97,483.0,Boxing,29.1,2.3,4,Advanced,24.6
41.0,Female,61.7,1.75,171.0,107.0,68.0,0.71,200.0,Yoga,22.0,2.2,4,Intermediate,25.1
32.0,Non-binary,91.6,1.72,185.0,130.0,68.0,0.73,494.0,Strength Training,32.7,2.5,5,Intermediate,31.0
28.0,Male,64.7,1.77,196.0,137.0,70.0,0.87,387.0,Aerobics,9.8,2.3,5,Advanced,20.7
53.0,Male,71.8,1.72,175.0,133.0,74.0,1.07,751.0,Cycling,24.4,2.7,5,Intermediate,24.2
41.0,Male,90.2,1.74,184.0,127.0,72.0,1.13,663.0,Aerobics,23.1,2.8,4,Advanced,29.7
22.0,Male,84.9,1.79,202.0,154.0,62.0,0.87,749.0,Swimming,20.6,2.8,5,Intermediate,26.5
28.0,Non-binary,45.0,1.55,188.0,115.0,69.0,0.72,200.0,Pilates,16.0,1.7,3,Intermediate,18.7
35.0,Female,93.4,1.73,179.0,128.0,81.0,0.51,352.0,Running,40.0,2.6,3,Beginner,31.1
19.0,Male,57.7,1.75,191.0,158.0,62.0,0.6,337.0,HIIT,8.0,2.0,2,Intermediate,18.8
18.0,Female,62.3,1.6,192.0,134.0,69.0,0.87,367.0,Aerobics,28.4,2.3,4,Intermediate,24.3
30.0,Male,75.0,1.7,181.0,147.0,64.0,0.58,450.0,CrossFit,19.1,2.2,2,Intermediate,26.0
45.0,Female,70.2,1.57,179.0,116.0,81.0,0.59,218.0,Yoga,40.0,2.1,3,Beginner,28.5
35.0,Male,80.4,1.86,175.0,119.0,88.0,0.52,209.0,Pilates,22.8,2.2,2,Beginner,23.3
33.0,Female,65.7,1.7,194.0,125.0,53.5,1.1749999999999998,570.0,Running,21.5,2.4,5,Professional,22.6
51.0,Male,76.6,1.7,173.0,124.0,61.0,0.94,541.0,Running,20.2,2.7,3,Advanced,26.6
41.0,Male,87.4,1.74,189.0,156.0,77.0,0.65,564.0,Swimming,29.7,2.9,2,Beginner,28.9
24.0,Female,58.8,1.67,202.0,156.0,81.0,0.72,335.0,Tennis,24.9,1.9,3,Beginner,21.0
38.0,Male,76.2,1.9,178.0,141.0,71.0,0.61,449.0,HIIT,9.7,2.5,4,Intermediate,21.1
28.0,Female,75.5,1.66,202.0,155.0,68.0,0.72,544.0,Rowing,33.9,2.5,4,Intermediate,27.6
31.0,Male,79.8,1.82,191.0,150.0,70.0,0.75,589.0,Cycling,19.2,2.4,2,Beginner,24.2
18.0,Female,65.3,1.67,202.0,150.0,63.0,0.56,253.0,Tennis,28.8,2.0,4,Beginner,23.3
34.0,Female,49.8,1.55,176.0,117.0,65.0,0.83,285.0,Tennis,20.9,1.8,3,Intermediate,20.6
20.0,Male,77.2,1.78,204.0,170.0,73.0,0.82,622.0,Running,19.0,2.5,2,Beginner,24.5
25.0,Female,79.9,1.65,187.0,125.0,76.0,0.58,229.0,Pilates,35.4,2.4,2,Beginner,29.4
29.0,Female,68.9,1.57,195.0,161.0,66.0,0.62,425.0,HIIT,33.2,2.3,5,Intermediate,28.1
60.0,Non-binary,66.5,1.76,168.0,103.0,77.0,0.69,253.0,Walking,21.8,2.3,3,Beginner,21.5
35.0,Male,81.5,1.85,192.0,170.0,77.0,0.63,549.0,Running,15.7,2.6,2,Beginner,23.9
43.0,Male,73.2,1.89,179.0,106.0,70.0,0.62,236.0,Walking,14.7,2.1,2,Intermediate,20.5
53.0,Female,92.4,1.67,171.0,122.0,65.0,0.87,627.0,Tennis,36.7,2.7,5,Advanced,33.3
18.0,Female,76.2,1.63,197.0,170.0,77.0,0.5,395.0,CrossFit,36.4,2.6,3,Beginner,28.6
37.0,Female,62.6,1.59,184.0,141.0,76.0,1.1749999999999998,696.0,Cycling,29.5,2.3,5,Advanced,24.6
39.0,Female,45.0,1.52,188.0,152.0,62.0,0.78,344.0,Running,23.6,1.8,5,Intermediate,18.5
18.0,Female,69.5,1.56,192.0,121.0,81.0,0.5,200.0,Pilates,36.5,2.3,3,Beginner,28.7
44.0,Female,53.2,1.53,184.0,140.0,74.0,0.9,406.0,Cycling,27.1,2.2,2,Intermediate,22.7
43.0,Male,86.9,1.84,181.0,133.0,76.0,0.66,394.0,Aerobics,18.1,2.7,2,Beginner,25.7
18.0,Male,77.2,1.67,205.0,156.0,74.0,0.64,388.0,Running,26.8,2.5,4,Beginner,27.8
25.0,Male,81.4,1.79,193.0,160.0,77.0,0.65,518.0,Rowing,18.1,2.4,5,Beginner,25.5
52.0,Female,77.6,1.68,169.0,130.0,62.0,1.1,806.0,Rowing,30.0,2.4,3,Advanced,27.5
41.0,Female,58.8,1.53,171.0,141.0,67.0,1.05,638.0,Running,28.0,2.0,3,Intermediate,24.9
18.0,Female,58.2,1.69,198.0,157.0,74.0,0.72,363.0,Swimming,22.8,2.1,3,Beginner,20.4
21.0,Female,76.9,1.77,190.0,134.0,61.0,0.85,495.0,Tennis,26.2,2.6,3,Intermediate,24.6
25.0,Male,98.3,1.73,205.0,150.0,76.0,0.71,473.0,Running,32.5,2.9,2,Beginner,32.7
23.0,Female,80.3,1.65,196.0,161.0,74.0,0.86,730.0,Running,39.8,2.4,3,Beginner,29.4
31.0,Male,100.2,1.78,184.0,141.0,64.0,0.81,815.125,Swimming,28.3,3.1,2,Intermediate,31.5
51.0,Male,87.3,1.74,176.0,147.0,70.0,0.81,778.0,Running,25.7,2.9,3,Intermediate,28.8
53.0,Female,69.4,1.65,167.0,116.0,65.0,0.8,385.0,Tennis,33.2,2.5,5,Advanced,25.6
55.0,Male,62.2,1.56,160.0,113.0,75.0,0.69,327.0,Running,20.2,2.3,5,Intermediate,25.7
23.0,Female,70.6,1.61,197.0,150.0,78.0,0.5,249.0,Aerobics,30.6,2.3,5,Beginner,27.2
29.0,Male,89.7,1.81,187.0,153.0,71.0,0.56,543.0,HIIT,23.7,2.7,4,Beginner,27.3
31.0,Non-binary,50.2,1.59,189.0,137.0,63.0,0.94,329.0,Strength Training,16.0,1.8,3,Intermediate,20.0
20.0,Male,79.4,1.84,197.0,161.0,73.0,0.75,661.0,Running,15.2,2.3,3,Beginner,23.4
28.0,Non-binary,74.2,1.74,195.0,133.0,63.0,0.7,383.0,Tennis,24.5,2.3,4,Intermediate,24.4
42.0,Female,82.2,1.54,182.0,152.0,70.0,0.54,477.0,HIIT,40.0,2.3,3,Beginner,34.5
32.0,Female,69.7,1.56,196.0,170.0,64.0,0.7,468.0,Running,37.4,2.3,3,Beginner,28.7
37.0,Male,87.2,1.79,193.0,116.0,65.0,0.81,343.0,Yoga,18.8,2.6,5,Advanced,27.3
18.0,Female,52.7,1.69,192.0,109.0,74.0,0.71,200.0,Pilates,20.1,2.0,4,Intermediate,18.5
35.0,Female,68.0,1.8,184.0,143.0,75.0,0.52,273.0,Running,27.5,2.0,3,Beginner,21.0
39.0,Female,93.9,1.68,176.0,145.0,73.0,0.5,504.0,CrossFit,39.8,2.5,2,Beginner,33.3
49.0,Male,58.2,1.77,163.0,101.0,72.0,0.6,200.0,Yoga,17.3,1.8,3,Beginner,18.5
33.0,Male,100.1,1.82,197.0,161.0,72.0,0.66,697.0,CrossFit,27.4,2.9,2,Intermediate,30.3
31.0,Male,108.1,1.9,195.0,160.0,77.0,0.56,587.0,CrossFit,26.1,3.1,4,Intermediate,30.1
52.0,Female,64.1,1.61,161.0,130.0,65.0,0.68,494.0,HIIT,29.4,2.0,4,Intermediate,24.8
29.0,Male,94.7,1.78,186.0,124.0,59.0,0.9,598.0,Aerobics,17.2,2.8,4,Advanced,29.8
55.0,Female,51.0,1.54,164.0,100.0,67.0,1.1,301.0,Walking,21.6,2.0,5,Advanced,21.5
66.5,Female,82.9,1.6,160.0,122.0,80.0,0.7,432.0,Running,40.0,2.6,4,Beginner,32.3
38.0,Male,67.2,1.72,178.0,130.0,76.0,0.65,440.0,Rowing,13.0,2.1,5,Intermediate,22.7
37.0,Male,92.3,1.88,186.0,148.0,72.0,0.62,513.0,Swimming,23.7,2.7,2,Beginner,26.1
27.0,Female,63.2,1.64,183.0,110.0,67.0,1.04,329.0,Walking,25.4,2.3,5,Advanced,23.4
